,fpgaio_o_10,10,10,RW,0x0,Sets the fpgio output bit 10
,fpgaio_o_9,9,9,RW,0x0,Sets the fpgio output bit 9
,fpgaio_o_8,8,8,RW,0x0,Sets the fpgio output bit 8
,fpgaio_o_7,7,7,RW,0x0,Sets the fpgio output bit 7
,fpgaio_o_6,6,6,RW,0x0,Sets the fpgio output bit 6
,fpgaio_o_5,5,5,RW,0x0,Sets the fpgio output bit 5
,fpgaio_o_4,4,4,RW,0x0,Sets the fpgio output bit 4
,fpgaio_o_3,3,3,RW,0x0,Sets the fpgio output bit 3
,fpgaio_o_2,2,2,RW,0x0,Sets the fpgio output bit 2
,fpgaio_o_1,1,1,RW,0x0,Sets the fpgio output bit 1
,fpgaio_o_0,0,0,RW,0x0,Sets the fpgio output bit 0
,,,,,,
0x44,FPGAIO_OUT63_32,,,,,
,fpgaio_o_63,31,31,RW,0x0,Sets the fpgio output bit 63
,fpgaio_o_62,30,30,RW,0x0,Sets the fpgio output bit 62
,fpgaio_o_61,29,29,RW,0x0,Sets the fpgio output bit 61
,fpgaio_o_60,28,28,RW,0x0,Sets the fpgio output bit 60
,fpgaio_o_59,27,27,RW,0x0,Sets the fpgio output bit 59
,fpgaio_o_58,26,26,RW,0x0,Sets the fpgio output bit 58
,fpgaio_o_57,25,25,RW,0x0,Sets the fpgio output bit 57
,fpgaio_o_56,24,24,RW,0x0,Sets the fpgio output bit 56
,fpgaio_o_55,23,23,RW,0x0,Sets the fpgio output bit 55
,fpgaio_o_54,22,22,RW,0x0,Sets the fpgio output bit 54
,fpgaio_o_53,21,21,RW,0x0,Sets the fpgio output bit 53
,fpgaio_o_52,20,20,RW,0x0,Sets the fpgio output bit 52
,fpgaio_o_51,19,19,RW,0x0,Sets the fpgio output bit 51
,fpgaio_o_50,18,18,RW,0x0,Sets the fpgio output bit 50
,fpgaio_o_49,17,17,RW,0x0,Sets the fpgio output bit 49
,fpgaio_o_48,16,16,RW,0x0,Sets the fpgio output bit 48
,fpgaio_o_47,15,15,RW,0x0,Sets the fpgio output bit 47
,fpgaio_o_46,14,14,RW,0x0,Sets the fpgio output bit 46
,fpgaio_o_45,13,13,RW,0x0,Sets the fpgio output bit 45
,fpgaio_o_44,12,12,RW,0x0,Sets the fpgio output bit 44
,fpgaio_o_43,11,11,RW,0x0,Sets the fpgio output bit 43
,fpgaio_o_42,10,10,RW,0x0,Sets the fpgio output bit 42
,fpgaio_o_41,9,9,RW,0x0,Sets the fpgio output bit 41
,fpgaio_o_40,8,8,RW,0x0,Sets the fpgio output bit 40
,fpgaio_o_39,7,7,RW,0x0,Sets the fpgio output bit 39
,fpgaio_o_38,6,6,RW,0x0,Sets the fpgio output bit 38
,fpgaio_o_37,5,5,RW,0x0,Sets the fpgio output bit 37
,fpgaio_o_36,4,4,RW,0x0,Sets the fpgio output bit 36
,fpgaio_o_35,3,3,RW,0x0,Sets the fpgio output bit 35
,fpgaio_o_34,2,2,RW,0x0,Sets the fpgio output bit 34
,fpgaio_o_33,1,1,RW,0x0,Sets the fpgio output bit 33
,fpgaio_o_32,0,0,RW,0x0,Sets the fpgio output bit 32
,,,,,,
0x48,FPGAIO_OUT79_64,,,,,
,fpgaio_o_79,15,15,RW,0x0,Sets the fpgio output bit 79
,fpgaio_o_78,14,14,RW,0x0,Sets the fpgio output bit 78
,fpgaio_o_77,13,13,RW,0x0,Sets the fpgio output bit 77
,fpgaio_o_76,12,12,RW,0x0,Sets the fpgio output bit 76
,fpgaio_o_75,11,11,RW,0x0,Sets the fpgio output bit 75
,fpgaio_o_74,10,10,RW,0x0,Sets the fpgio output bit 74
,fpgaio_o_73,9,9,RW,0x0,Sets the fpgio output bit 73
,fpgaio_o_72,8,8,RW,0x0,Sets the fpgio output bit 72
,fpgaio_o_71,7,7,RW,0x0,Sets the fpgio output bit 71
,fpgaio_o_70,6,6,RW,0x0,Sets the fpgio output bit 70
,fpgaio_o_69,5,5,RW,0x0,Sets the fpgio output bit 69
,fpgaio_o_68,4,4,RW,0x0,Sets the fpgio output bit 68
,fpgaio_o_67,3,3,RW,0x0,Sets the fpgio output bit 67
,fpgaio_o_66,2,2,RW,0x0,Sets the fpgio output bit 66
,fpgaio_o_65,1,1,RW,0x0,Sets the fpgio output bit 65
,fpgaio_o_64,0,0,RW,0x0,Sets the fpgio output bit 64
,,,,,,
0x50,FPGAIO_OE31_00,,,,,
,fpgaio_oe_31,31,31,RW,0x0,Sets the fpgio output enable for bit 31
,fpgaio_oe_30,30,30,RW,0x0,Sets the fpgio output enable for bit 30
,fpgaio_oe_29,29,29,RW,0x0,Sets the fpgio output enable for bit 29
,fpgaio_oe_28,28,28,RW,0x0,Sets the fpgio output enable for bit 28
,fpgaio_oe_27,27,27,RW,0x0,Sets the fpgio output enable for bit 27
,fpgaio_oe_26,26,26,RW,0x0,Sets the fpgio output enable for bit 26
,fpgaio_oe_25,25,25,RW,0x0,Sets the fpgio output enable for bit 25
,fpgaio_oe_24,24,24,RW,0x0,Sets the fpgio output enable for bit 24
,fpgaio_oe_23,23,23,RW,0x0,Sets the fpgio output enable for bit 23
,fpgaio_oe_22,22,22,RW,0x0,Sets the fpgio output enable for bit 22
,fpgaio_oe_21,21,21,RW,0x0,Sets the fpgio output enable for bit 21
,fpgaio_oe_20,20,20,RW,0x0,Sets the fpgio output enable for bit 20
,fpgaio_oe_19,19,19,RW,0x0,Sets the fpgio output enable for bit 19
,fpgaio_oe_18,18,18,RW,0x0,Sets the fpgio output enable for bit 18
,fpgaio_oe_17,17,17,RW,0x0,Sets the fpgio output enable for bit 17
,fpgaio_oe_16,16,16,RW,0x0,Sets the fpgio output enable for bit 16
,fpgaio_oe_15,15,15,RW,0x0,Sets the fpgio output enable for bit 15
,fpgaio_oe_14,14,14,RW,0x0,Sets the fpgio output enable for bit 14
,fpgaio_oe_13,13,13,RW,0x0,Sets the fpgio output enable for bit 13
,fpgaio_oe_12,12,12,RW,0x0,Sets the fpgio output enable for bit 12
,fpgaio_oe_11,11,11,RW,0x0,Sets the fpgio output enable for bit 11
,fpgaio_oe_10,10,10,RW,0x0,Sets the fpgio output enable for bit 10
,fpgaio_oe_9,9,9,RW,0x0,Sets the fpgio output enable for bit 9
,fpgaio_oe_8,8,8,RW,0x0,Sets the fpgio output enable for bit 8
,fpgaio_oe_7,7,7,RW,0x0,Sets the fpgio output enable for bit 7
,fpgaio_oe_6,6,6,RW,0x0,Sets the fpgio output enable for bit 6
,fpgaio_oe_5,5,5,RW,0x0,Sets the fpgio output enable for bit 5
,fpgaio_oe_4,4,4,RW,0x0,Sets the fpgio output enable for bit 4
,fpgaio_oe_3,3,3,RW,0x0,Sets the fpgio output enable for bit 3
,fpgaio_oe_2,2,2,RW,0x0,Sets the fpgio output enable for bit 2
,fpgaio_oe_1,1,1,RW,0x0,Sets the fpgio output enable for bit 1
,fpgaio_oe_0,0,0,RW,0x0,Sets the fpgio output enable for bit 0
,,,,,,
0x54,FPGAIO_OE63_32,,,,,
,fpgaio_oe_63,31,31,RW,0x0,Sets the fpgio output enable for bit 63
,fpgaio_oe_62,30,30,RW,0x0,Sets the fpgio output enable for bit 62
,fpgaio_oe_61,29,29,RW,0x0,Sets the fpgio output enable for bit 61
,fpgaio_oe_60,28,28,RW,0x0,Sets the fpgio output enable for bit 60
,fpgaio_oe_59,27,27,RW,0x0,Sets the fpgio output enable for bit 59
,fpgaio_oe_58,26,26,RW,0x0,Sets the fpgio output enable for bit 58
,fpgaio_oe_57,25,25,RW,0x0,Sets the fpgio output enable for bit 57
,fpgaio_oe_56,24,24,RW,0x0,Sets the fpgio output enable for bit 56
,fpgaio_oe_55,23,23,RW,0x0,Sets the fpgio output enable for bit 55
,fpgaio_oe_54,22,22,RW,0x0,Sets the fpgio output enable for bit 54
,fpgaio_oe_53,21,21,RW,0x0,Sets the fpgio output enable for bit 53
,fpgaio_oe_52,20,20,RW,0x0,Sets the fpgio output enable for bit 52
,fpgaio_oe_51,19,19,RW,0x0,Sets the fpgio output enable for bit 51
,fpgaio_oe_50,18,18,RW,0x0,Sets the fpgio output enable for bit 50
,fpgaio_oe_49,17,17,RW,0x0,Sets the fpgio output enable for bit 49
,fpgaio_oe_48,16,16,RW,0x0,Sets the fpgio output enable for bit 48
,fpgaio_oe_47,15,15,RW,0x0,Sets the fpgio output enable for bit 47
,fpgaio_oe_46,14,14,RW,0x0,Sets the fpgio output enable for bit 46
,fpgaio_oe_45,13,13,RW,0x0,Sets the fpgio output enable for bit 45
,fpgaio_oe_44,12,12,RW,0x0,Sets the fpgio output enable for bit 44
,fpgaio_oe_43,11,11,RW,0x0,Sets the fpgio output enable for bit 43
,fpgaio_oe_42,10,10,RW,0x0,Sets the fpgio output enable for bit 42
,fpgaio_oe_41,9,9,RW,0x0,Sets the fpgio output enable for bit 41
,fpgaio_oe_40,8,8,RW,0x0,Sets the fpgio output enable for bit 40
,fpgaio_oe_39,7,7,RW,0x0,Sets the fpgio output enable for bit 39
,fpgaio_oe_38,6,6,RW,0x0,Sets the fpgio output enable for bit 38
,fpgaio_oe_37,5,5,RW,0x0,Sets the fpgio output enable for bit 37
,fpgaio_oe_36,4,4,RW,0x0,Sets the fpgio output enable for bit 36
,fpgaio_oe_35,3,3,RW,0x0,Sets the fpgio output enable for bit 35
,fpgaio_oe_34,2,2,RW,0x0,Sets the fpgio output enable for bit 34
,fpgaio_oe_33,1,1,RW,0x0,Sets the fpgio output enable for bit 33
,fpgaio_oe_32,0,0,RW,0x0,Sets the fpgio output enable for bit 32
,,,,,,
0x58,FPGAIO_OE79_64,,,,,
,fpgaio_oe_79,15,15,RW,0x0,Sets the fpgio output enable for bit 79
,fpgaio_oe_78,14,14,RW,0x0,Sets the fpgio output enable for bit 78
,fpgaio_oe_77,13,13,RW,0x0,Sets the fpgio output enable for bit 77
,fpgaio_oe_76,12,12,RW,0x0,Sets the fpgio output enable for bit 76
,fpgaio_oe_75,11,11,RW,0x0,Sets the fpgio output enable for bit 75
,fpgaio_oe_74,10,10,RW,0x0,Sets the fpgio output enable for bit 74
,fpgaio_oe_73,9,9,RW,0x0,Sets the fpgio output enable for bit 73
,fpgaio_oe_72,8,8,RW,0x0,Sets the fpgio output enable for bit 72
,fpgaio_oe_71,7,7,RW,0x0,Sets the fpgio output enable for bit 71
,fpgaio_oe_70,6,6,RW,0x0,Sets the fpgio output enable for bit 70
,fpgaio_oe_69,5,5,RW,0x0,Sets the fpgio output enable for bit 69
,fpgaio_oe_68,4,4,RW,0x0,Sets the fpgio output enable for bit 68
,fpgaio_oe_67,3,3,RW,0x0,Sets the fpgio output enable for bit 67
,fpgaio_oe_66,2,2,RW,0x0,Sets the fpgio output enable for bit 66
,fpgaio_oe_65,1,1,RW,0x0,Sets the fpgio output enable for bit 65
,fpgaio_oe_64,0,0,RW,0x0,Sets the fpgio output enable for bit 64
,,,,,,
0x60,FPGAIO_IN31_00,,,,,
,fpgaio_i_31,31,31,RW,0x0,Reads the fpgaio input value for bit 31
,fpgaio_i_30,30,30,RW,0x0,Reads the fpgaio input value for bit 30
,fpgaio_i_29,29,29,RW,0x0,Reads the fpgaio input value for bit 29
,fpgaio_i_28,28,28,RW,0x0,Reads the fpgaio input value for bit 28
,fpgaio_i_27,27,27,RW,0x0,Reads the fpgaio input value for bit 27
,fpgaio_i_26,26,26,RW,0x0,Reads the fpgaio input value for bit 26
,fpgaio_i_25,25,25,RW,0x0,Reads the fpgaio input value for bit 25
,fpgaio_i_24,24,24,RW,0x0,Reads the fpgaio input value for bit 24
,fpgaio_i_23,23,23,RW,0x0,Reads the fpgaio input value for bit 23
,fpgaio_i_22,22,22,RW,0x0,Reads the fpgaio input value for bit 22
,fpgaio_i_21,21,21,RW,0x0,Reads the fpgaio input value for bit 21
,fpgaio_i_20,20,20,RW,0x0,Reads the fpgaio input value for bit 20
,fpgaio_i_19,19,19,RW,0x0,Reads the fpgaio input value for bit 19
,fpgaio_i_18,18,18,RW,0x0,Reads the fpgaio input value for bit 18
,fpgaio_i_17,17,17,RW,0x0,Reads the fpgaio input value for bit 17
,fpgaio_i_16,16,16,RW,0x0,Reads the fpgaio input value for bit 16
,fpgaio_i_15,15,15,RW,0x0,Reads the fpgaio input value for bit 15
,fpgaio_i_14,14,14,RW,0x0,Reads the fpgaio input value for bit 14
,fpgaio_i_13,13,13,RW,0x0,Reads the fpgaio input value for bit 13
,fpgaio_i_12,12,12,RW,0x0,Reads the fpgaio input value for bit 12
,fpgaio_i_11,11,11,RW,0x0,Reads the fpgaio input value for bit 11
,fpgaio_i_10,10,10,RW,0x0,Reads the fpgaio input value for bit 10
,fpgaio_i_9,9,9,RW,0x0,Reads the fpgaio input value for bit 9
,fpgaio_i_8,8,8,RW,0x0,Reads the fpgaio input value for bit 8
,fpgaio_i_7,7,7,RW,0x0,Reads the fpgaio input value for bit 7
,fpgaio_i_6,6,6,RW,0x0,Reads the fpgaio input value for bit 6
,fpgaio_i_5,5,5,RW,0x0,Reads the fpgaio input value for bit 5
,fpgaio_i_4,4,4,RW,0x0,Reads the fpgaio input value for bit 4
,fpgaio_i_3,3,3,RW,0x0,Reads the fpgaio input value for bit 3
,fpgaio_i_2,2,2,RW,0x0,Reads the fpgaio input value for bit 2
,fpgaio_i_1,1,1,RW,0x0,Reads the fpgaio input value for bit 1
,fpgaio_i_0,0,0,RW,0x0,Reads the fpgaio input value for bit 0
,,,,,,
0x64,FPGAIO_IN63_32,,,,,
,fpgaio_i_63,31,31,RO,,Reads the fpgaio input value for bit 63
,fpgaio_i_62,30,30,RO,,Reads the fpgaio input value for bit 62
,fpgaio_i_61,29,29,RO,,Reads the fpgaio input value for bit 61
,fpgaio_i_60,28,28,RO,,Reads the fpgaio input value for bit 60
,fpgaio_i_59,27,27,RO,,Reads the fpgaio input value for bit 59
,fpgaio_i_58,26,26,RO,,Reads the fpgaio input value for bit 58
,fpgaio_i_57,25,25,RO,,Reads the fpgaio input value for bit 57
,fpgaio_i_56,24,24,RO,,Reads the fpgaio input value for bit 56
,fpgaio_i_55,23,23,RO,,Reads the fpgaio input value for bit 55
,fpgaio_i_54,22,22,RO,,Reads the fpgaio input value for bit 54
,fpgaio_i_53,21,21,RO,,Reads the fpgaio input value for bit 53
,fpgaio_i_52,20,20,RO,,Reads the fpgaio input value for bit 52
,fpgaio_i_51,19,19,RO,,Reads the fpgaio input value for bit 51
,fpgaio_i_50,18,18,RO,,Reads the fpgaio input value for bit 50
,fpgaio_i_49,17,17,RO,,Reads the fpgaio input value for bit 49
,fpgaio_i_48,16,16,RO,,Reads the fpgaio input value for bit 48
,fpgaio_i_47,15,15,RO,,Reads the fpgaio input value for bit 47
,fpgaio_i_46,14,14,RO,,Reads the fpgaio input value for bit 46
,fpgaio_i_45,13,13,RO,,Reads the fpgaio input value for bit 45
,fpgaio_i_44,12,12,RO,,Reads the fpgaio input value for bit 44
,fpgaio_i_43,11,11,RO,,Reads the fpgaio input value for bit 43
,fpgaio_i_42,10,10,RO,,Reads the fpgaio input value for bit 42
,fpgaio_i_41,9,9,RO,,Reads the fpgaio input value for bit 41
,fpgaio_i_40,8,8,RO,,Reads the fpgaio input value for bit 40
,fpgaio_i_39,7,7,RO,,Reads the fpgaio input value for bit 39
,fpgaio_i_38,6,6,RO,,Reads the fpgaio input value for bit 38
,fpgaio_i_37,5,5,RO,,Reads the fpgaio input value for bit 37
,fpgaio_i_36,4,4,RO,,Reads the fpgaio input value for bit 36
,fpgaio_i_35,3,3,RO,,Reads the fpgaio input value for bit 35
,fpgaio_i_34,2,2,RO,,Reads the fpgaio input value for bit 34
,fpgaio_i_33,1,1,RO,,Reads the fpgaio input value for bit 33
,fpgaio_i_32,0,0,RO,,Reads the fpgaio input value for bit 32
,,,,,,
0x68,FPGAIO_IN79_64,,,,,
,fpgaio_i_79,15,15,RO,,Reads the fpgaio input value for bit 79
,fpgaio_i_78,14,14,RO,,Reads the fpgaio input value for bit 78
,fpgaio_i_77,13,13,RO,,Reads the fpgaio input value for bit 77
,fpgaio_i_76,12,12,RO,,Reads the fpgaio input value for bit 76
,fpgaio_i_75,11,11,RO,,Reads the fpgaio input value for bit 75
,fpgaio_i_74,10,10,RO,,Reads the fpgaio input value for bit 74
,fpgaio_i_73,9,9,RO,,Reads the fpgaio input value for bit 73
,fpgaio_i_72,8,8,RO,,Reads the fpgaio input value for bit 72
,fpgaio_i_71,7,7,RO,,Reads the fpgaio input value for bit 71
,fpgaio_i_70,6,6,RO,,Reads the fpgaio input value for bit 70
,fpgaio_i_69,5,5,RO,,Reads the fpgaio input value for bit 69
,fpgaio_i_68,4,4,RO,,Reads the fpgaio input value for bit 68
,fpgaio_i_67,3,3,RO,,Reads the fpgaio input value for bit 67
,fpgaio_i_66,2,2,RO,,Reads the fpgaio input value for bit 66
,fpgaio_i_65,1,1,RO,,Reads the fpgaio input value for bit 65
,fpgaio_i_64,0,0,RO,,Reads the fpgaio input value for bit 64
,,,,,,
0x6C,FPGA_EVENT15_00,,,,,
,Event_15,15,15,RW,,sets event 15 to the event unit
,Event_14,14,14,,,sets event 14 to the event unit
,Event_13,13,13,,,sets event 13 to the event unit
,Event_12,12,12,,,sets event 12 to the event unit
,Event_11,11,11,,,sets event 11 to the event unit
,Event_10,10,10,,,sets event 10 to the event unit
,Event_9,9,9,,,sets event 9 to the event unit
,Event_8,8,8,,,sets event 8 to the event unit
,Event_7,7,7,,,sets event 7 to the event unit
,Event_6,6,6,,,sets event 6 to the event unit
,Event_5,5,5,,,sets event 5 to the event unit
,Event_4,4,4,,,sets event 4 to the event unit
,Event_3,3,3,,,sets event 3 to the event unit
,Event_2,2,2,,,sets event 2 to the event unit
,Event_1,1,1,,,sets event 1 to the event unit
,Event_0,0,0,RW,,sets event 0 to the event unit
,,,,,,
0x80,TCDM_RUN_P0,,,,,
,tcdm_wdata_p0,31,0,W,,Runs a TCDM operation on P0 with TCDM_CTL_P0 Attributes
,,,,,,
0x84,TCDM_RUN_P1,,,,,
,tcdm_wdata_p0,31,0,W,,Runs a TCDM operation on P1 with TCDM_CTL_P0 Attributes
,,,,,,
0x88,TCDM_RUN_P2,,,,,
,tcdm_wdata_p0,31,0,W,,Runs a TCDM operation on P2 with TCDM_CTL_P0 Attributes
,,,,,,
0x8C,TCDM_RUN_P3,,,,,
,tcdm_wdata_p0,31,0,W,,Runs a TCDM operation on P3 with TCDM_CTL_P0 Attributes
,,,,,,
0x90,M0_M0_ODATA,,,,,
,odata,31,0,RW,,Sets the operand data for math unit 0 multiplier 0
,,,,,,
